09:22:34.866 23.1C | 3.00 V
17:44:15.007 22.8C | 2.69 V
17:44:16.007 22.8C | 2.68 V
17:44:17.288 22.8C | 2.68 V
17:44:19.007 22.8C | 2.68 V
17:44:20.007 22.8C | 2.68 V
17:44:21.007 22.8C | 2.70 V
17:44:23.007 22.8C | 2.68 V
17:44:24.007 22.8C | 2.68 V
17:44:25.007 22.8C | 2.69 V
17:44:26.007 22.8C | 2.69 V
17:44:28.008 22.8C | 2.68 V
17:44:29.007 22.8C | 2.69 V
17:44:30.007 22.8C | 2.68 V
17:44:31.007 22.8C | 2.67 V
17:44:32.007 22.8C | 2.69 V
17:44:34.007 22.8C | 2.68 V
17:44:35.008 22.8C | 2.68 V
17:44:36.007 22.8C | 2.69 V
17:44:37.007 22.8C | 2.68 V
17:44:39.008 22.8C | 2.68 V
17:44:40.007 22.8C | 2.69 V
17:44:41.010 22.7C | 2.68 V
17:44:42.007 22.8C | 2.67 V
17:44:43.007 22.8C | 2.69 V
17:44:45.008 22.8C | 2.68 V
17:44:46.007 22.8C | 2.68 V
17:44:47.532 22.8C | 2.69 V
17:44:48.007 22.8C | 2.68 V
17:44:50.008 22.8C | 2.67 V
17:44:51.008 22.8C | 2.68 V
17:44:52.007 22.8C | 2.67 V
17:44:53.007 22.8C | 2.67 V
17:44:54.009 22.8C | 2.68 V
17:44:56.007 22.8C | 2.66 V
17:44:57.007 22.8C | 2.65 V
17:44:58.007 22.8C | 2.67 V
17:44:59.007 22.8C | 2.65 V
17:45:01.009 22.8C | 2.65 V
17:45:02.007 22.8C | 2.67 V
17:45:03.009 22.8C | 2.66 V
17:45:04.007 22.8C | 2.66 V
17:45:05.007 22.8C | 2.67 V
17:45:07.007 22.8C | 2.65 V
17:45:08.008 22.8C | 2.66 V
17:45:09.007 22.7C | 2.67 V
17:45:10.008 22.8C | 2.66 V
17:45:12.009 22.8C | 2.65 V
17:45:13.007 22.8C | 2.67 V
17:45:14.007 22.8C | 2.66 V
17:45:15.007 22.8C | 2.65 V
17:45:17.007 22.7C | 2.67 V
17:45:18.008 22.8C | 2.66 V
17:45:19.008 22.8C | 2.65 V
17:45:20.007 22.8C | 2.67 V
17:45:21.008 22.8C | 2.66 V
17:45:23.007 22.8C | 2.65 V
17:45:24.007 22.8C | 2.66 V
17:45:25.085 22.8C | 2.66 V
17:45:26.007 22.8C | 2.65 V
17:45:28.007 22.8C | 2.67 V
17:45:29.008 22.8C | 2.67 V
17:45:30.008 22.8C | 2.66 V
17:45:31.007 22.8C | 2.67 V
17:45:32.007 22.8C | 2.68 V
17:45:34.008 22.8C | 2.66 V
17:45:35.009 22.8C | 2.68 V
17:45:36.007 22.8C | 2.68 V
17:45:37.010 22.8C | 2.66 V
17:45:39.007 22.8C | 2.67 V
17:45:40.008 22.8C | 2.67 V
17:45:41.013 22.8C | 2.66 V
17:45:42.007 22.8C | 2.66 V
17:45:43.007 22.8C | 2.67 V
17:45:45.009 22.8C | 2.65 V
17:45:46.007 22.8C | 2.66 V
17:45:47.007 22.8C | 2.67 V
17:45:48.008 22.7C | 2.65 V
17:45:50.008 22.8C | 2.66 V
17:45:51.008 22.8C | 2.66 V
17:45:52.007 22.8C | 2.65 V
17:45:53.007 22.8C | 2.66 V
17:45:54.298 22.8C | 2.67 V
17:45:56.008 22.8C | 2.65 V
17:45:57.007 22.7C | 2.66 V
17:45:58.008 22.8C | 2.67 V
17:45:59.008 22.8C | 2.65 V
17:46:01.007 22.8C | 2.65 V
17:46:02.007 22.8C | 2.67 V
17:46:03.007 22.8C | 2.64 V
17:46:04.007 22.8C | 2.66 V
17:46:06.010 22.7C | 2.68 V
17:46:07.007 22.8C | 2.65 V
17:46:08.007 22.8C | 2.66 V
17:46:09.007 22.8C | 2.67 V
17:46:10.007 22.7C | 2.65 V
17:46:12.008 22.8C | 2.67 V
17:46:13.007 22.8C | 2.68 V
17:46:14.007 22.8C | 2.65 V
17:46:15.014 22.8C | 2.66 V
17:46:17.007 22.8C | 2.67 V
17:46:18.007 22.8C | 2.65 V
17:46:19.008 22.8C | 2.66 V
17:46:20.010 22.8C | 2.67 V
17:46:21.007 22.8C | 2.64 V
17:46:23.007 22.8C | 2.65 V
17:46:24.009 22.8C | 2.65 V
17:46:25.007 22.8C | 2.65 V
17:46:26.007 22.8C | 2.65 V
17:46:28.007 22.8C | 2.66 V
17:46:29.008 22.8C | 2.64 V
17:46:30.009 22.8C | 2.64 V
17:46:31.007 22.8C | 2.66 V
17:46:32.008 22.8C | 2.64 V
17:46:34.007 22.8C | 2.65 V
17:46:35.007 22.8C | 2.66 V
17:46:36.007 22.8C | 2.64 V
17:46:37.007 22.8C | 2.64 V
17:46:39.008 22.8C | 2.65 V
17:46:40.007 22.8C | 2.63 V
17:46:41.007 22.8C | 2.64 V
17:46:42.008 22.8C | 2.66 V
17:46:44.007 22.8C | 2.64 V
17:46:45.007 22.8C | 2.63 V
17:46:46.007 22.7C | 2.65 V
17:46:47.008 22.8C | 2.63 V
17:46:48.007 22.8C | 2.63 V
17:46:50.010 22.8C | 2.64 V
17:46:51.007 22.8C | 2.61 V
17:46:52.010 22.8C | 2.61 V
17:46:53.007 22.8C | 2.63 V
17:46:55.007 22.8C | 2.62 V
17:46:56.007 22.8C | 2.61 V
17:46:57.007 22.8C | 2.63 V
17:46:58.007 22.7C | 2.61 V
17:46:59.007 22.7C | 2.60 V
17:47:01.007 22.7C | 2.62 V
17:47:02.008 22.7C | 2.62 V
17:47:03.008 22.8C | 2.64 V
17:47:04.007 22.7C | 2.66 V
17:47:06.007 22.8C | 2.64 V
17:47:07.007 22.8C | 2.68 V
17:47:08.007 22.8C | 2.71 V
17:47:09.007 22.8C | 2.69 V
17:47:10.008 22.8C | 2.71 V
17:47:12.007 22.8C | 2.73 V
17:47:13.264 22.8C | 2.73 V
17:47:14.007 22.8C | 2.72 V
17:47:15.008 22.8C | 2.72 V
17:47:17.008 22.8C | 2.70 V
17:47:18.007 22.8C | 2.70 V
17:47:19.007 22.8C | 2.71 V
17:47:20.008 22.8C | 2.70 V
17:47:21.007 22.8C | 2.70 V
17:47:23.008 22.8C | 2.71 V
17:47:24.007 22.8C | 2.70 V
17:47:25.008 22.8C | 2.68 V
17:47:26.007 22.8C | 2.69 V
17:47:28.007 22.8C | 2.69 V
17:47:29.008 22.8C | 2.68 V
17:47:30.007 22.8C | 2.69 V
17:47:31.007 22.8C | 2.68 V
17:47:33.009 22.8C | 2.70 V
17:47:34.007 22.7C | 2.72 V
17:47:35.008 22.8C | 2.70 V
17:47:36.007 22.8C | 2.70 V
17:47:37.007 22.8C | 2.72 V
17:47:39.007 22.8C | 2.70 V
17:47:40.008 22.8C | 2.70 V
17:47:41.007 22.8C | 2.71 V
17:47:42.007 22.7C | 2.70 V
17:47:44.007 22.8C | 2.68 V
17:47:45.007 22.8C | 2.71 V
17:47:46.007 22.8C | 2.69 V
17:47:47.008 22.8C | 2.68 V
17:47:48.007 22.8C | 2.70 V
17:47:50.009 22.8C | 2.68 V
17:47:51.008 22.8C | 2.71 V
17:47:52.007 22.8C | 2.72 V
17:47:53.007 22.8C | 2.70 V
17:47:55.007 22.8C | 2.70 V
17:47:56.008 22.8C | 2.71 V
17:47:57.007 22.8C | 2.70 V
17:47:58.007 22.7C | 2.69 V
17:47:59.007 22.8C | 2.70 V
17:48:01.007 22.8C | 2.68 V
17:48:02.007 22.8C | 2.68 V
17:48:03.007 22.8C | 2.67 V
17:48:04.010 22.8C | 2.67 V
17:48:06.007 22.7C | 2.61 V
17:48:07.007 22.8C | 2.72 V
17:48:08.013 22.8C | 2.71 V
17:48:09.233 22.8C | 2.72 V
17:48:10.571 22.8C | 2.73 V
17:48:12.008 22.8C | 2.73 V
17:48:13.007 22.8C | 2.72 V
17:48:14.007 22.8C | 2.74 V
17:48:15.008 22.8C | 2.75 V
17:48:17.008 22.8C | 2.73 V
17:48:18.008 22.8C | 2.75 V
17:48:19.007 22.8C | 2.74 V
17:48:20.007 22.8C | 2.73 V
17:48:22.009 22.8C | 2.74 V
17:48:23.007 22.8C | 2.74 V
17:48:24.007 22.8C | 2.73 V
17:48:25.007 22.8C | 2.75 V
17:48:26.008 22.8C | 2.73 V
17:48:28.007 22.8C | 2.73 V
17:48:29.007 22.8C | 2.73 V
17:48:30.008 22.8C | 2.73 V
17:48:31.007 22.8C | 2.73 V
17:48:33.007 22.8C | 2.74 V
17:48:34.008 22.8C | 2.74 V
17:48:35.007 22.7C | 2.73 V
17:48:36.008 22.8C | 2.74 V
17:48:37.007 22.8C | 2.74 V
17:48:39.008 22.8C | 2.72 V
17:48:40.007 22.8C | 2.74 V
17:48:41.007 22.7C | 2.74 V
17:48:42.010 22.8C | 2.73 V
17:48:44.009 22.8C | 2.74 V
17:48:45.007 22.7C | 2.74 V
17:48:46.008 22.7C | 2.73 V
17:48:47.007 22.8C | 2.73 V
17:48:48.007 22.7C | 2.73 V
17:48:50.007 22.8C | 2.72 V
17:48:51.007 22.7C | 2.73 V
17:48:52.007 22.8C | 2.74 V
17:48:53.008 22.7C | 2.72 V
17:48:55.008 22.8C | 2.73 V
17:48:56.007 22.8C | 2.74 V
17:48:57.007 22.8C | 2.71 V
17:48:58.156 22.7C | 2.73 V
17:48:59.007 22.8C | 2.74 V
17:49:01.008 22.7C | 2.71 V
17:49:02.007 22.8C | 2.72 V
17:49:03.007 22.8C | 2.73 V
17:49:04.008 22.8C | 2.71 V
17:49:06.007 22.8C | 2.72 V
17:49:07.008 22.8C | 2.73 V
17:49:08.007 22.7C | 2.70 V
17:49:09.007 22.7C | 2.72 V
17:49:11.007 22.8C | 2.72 V
17:49:12.007 22.7C | 2.70 V
17:49:13.008 22.8C | 2.72 V
17:49:14.007 22.8C | 2.73 V
17:49:15.007 22.8C | 2.71 V
17:49:17.008 22.8C | 2.71 V
17:49:18.007 22.8C | 2.73 V
17:49:19.007 22.7C | 2.70 V
17:49:20.008 22.7C | 2.71 V
17:49:22.007 22.8C | 2.73 V
17:49:23.008 22.7C | 2.71 V
17:49:24.007 22.8C | 2.71 V
17:49:25.007 22.7C | 2.72 V
17:49:26.008 22.7C | 2.70 V
17:49:28.007 22.8C | 2.70 V
17:49:29.007 22.7C | 2.71 V
17:49:30.007 22.8C | 2.69 V
17:49:31.007 22.8C | 2.70 V
17:49:33.007 22.7C | 2.70 V
17:49:34.007 22.7C | 2.69 V
17:49:35.007 22.8C | 2.70 V
17:49:36.008 22.7C | 2.71 V
17:49:37.572 22.8C | 2.68 V
17:49:39.007 22.7C | 2.69 V
17:49:40.008 22.7C | 2.70 V
17:49:41.007 22.7C | 2.69 V
17:49:42.007 22.8C | 2.69 V
17:49:44.007 22.7C | 2.69 V
17:49:45.007 22.7C | 2.68 V
17:49:46.008 22.8C | 2.67 V
17:49:47.007 22.8C | 2.68 V
17:49:48.008 22.7C | 2.66 V
17:49:50.007 22.8C | 2.69 V
17:49:51.007 22.7C | 2.70 V
17:49:52.007 22.8C | 2.69 V
17:49:53.007 22.8C | 2.68 V
17:49:55.007 22.8C | 2.72 V
17:49:56.007 22.7C | 2.70 V
17:49:57.007 22.8C | 2.70 V
17:49:58.007 22.8C | 2.72 V
17:50:00.007 22.8C | 2.70 V
17:50:01.007 22.8C | 2.70 V
17:50:02.007 22.8C | 2.71 V
17:50:03.007 22.7C | 2.70 V
17:50:04.007 22.8C | 2.70 V
17:50:06.007 22.8C | 2.72 V
17:50:07.007 22.7C | 2.70 V
17:50:08.007 22.8C | 2.69 V
17:50:09.008 22.8C | 2.72 V
17:50:11.007 22.7C | 2.70 V
17:50:12.007 22.8C | 2.69 V
17:50:13.007 22.7C | 2.72 V
17:50:14.007 22.8C | 2.69 V
17:50:15.007 22.7C | 2.69 V
17:50:17.007 22.7C | 2.71 V
17:50:18.007 22.8C | 2.70 V
17:50:19.007 22.7C | 2.70 V
17:50:20.009 22.8C | 2.71 V
17:50:22.007 22.8C | 2.69 V
17:50:23.007 22.8C | 2.69 V
17:50:24.007 22.8C | 2.71 V
17:50:25.086 22.8C | 2.69 V
17:50:26.007 22.7C | 2.69 V
17:50:28.008 22.8C | 2.70 V
17:50:29.009 22.8C | 2.70 V
17:50:30.007 22.8C | 2.69 V
17:50:31.008 22.8C | 2.71 V
17:50:33.007 22.8C | 2.69 V
17:50:34.007 22.8C | 2.69 V
17:50:35.187 22.7C | 2.70 V
17:50:36.007 22.8C | 2.69 V
17:50:37.008 22.8C | 2.69 V
17:50:39.010 22.7C | 2.71 V
17:50:40.007 22.8C | 2.69 V
17:50:41.008 22.7C | 2.69 V
17:50:42.008 22.8C | 2.71 V
17:50:44.008 22.7C | 2.70 V
17:50:45.008 22.8C | 2.70 V
17:50:46.007 22.8C | 2.71 V
17:50:47.007 22.8C | 2.69 V
17:50:49.008 22.8C | 2.70 V
17:50:50.008 22.8C | 2.71 V
17:50:51.007 22.8C | 2.70 V
17:50:52.007 22.8C | 2.70 V
17:50:53.008 22.7C | 2.71 V
17:50:55.008 22.8C | 2.69 V
17:50:56.008 22.8C | 2.69 V
17:50:57.008 22.8C | 2.70 V
17:50:58.007 22.8C | 2.70 V
17:51:00.007 22.8C | 2.69 V
17:51:01.007 22.7C | 2.71 V
17:51:02.007 22.8C | 2.70 V
17:51:03.008 22.7C | 2.69 V
17:51:04.007 22.8C | 2.70 V
17:51:06.007 22.8C | 2.69 V
17:51:07.008 22.7C | 2.68 V
17:51:08.007 22.7C | 2.70 V
17:51:09.007 22.7C | 2.69 V
17:51:11.008 22.8C | 2.68 V
17:51:12.007 22.8C | 2.69 V
17:51:13.007 22.8C | 2.69 V
17:51:14.007 22.8C | 2.68 V
17:51:15.007 22.7C | 2.70 V
17:51:17.008 22.8C | 2.67 V
17:51:18.007 22.8C | 2.67 V
17:51:19.009 22.8C | 2.70 V
17:51:20.007 22.8C | 2.69 V
17:51:22.007 22.8C | 2.68 V
17:51:23.231 22.8C | 2.69 V
17:51:24.008 22.8C | 2.68 V
17:51:25.007 22.7C | 2.67 V
17:51:26.007 22.8C | 2.68 V
17:51:28.009 22.8C | 2.68 V
17:51:29.013 22.8C | 2.67 V
17:51:30.007 22.8C | 2.68 V
17:51:31.007 22.8C | 2.68 V
17:51:33.007 22.8C | 2.67 V
17:51:34.007 22.7C | 2.68 V
17:51:35.007 22.8C | 2.67 V
17:51:36.007 22.8C | 2.66 V
17:51:38.009 22.8C | 2.66 V
17:51:39.007 22.8C | 2.68 V
17:51:40.007 22.8C | 2.67 V
17:51:41.007 22.8C | 2.68 V
17:51:42.007 22.8C | 2.68 V
17:51:44.008 22.8C | 2.66 V
17:51:45.010 22.8C | 2.67 V
17:51:46.007 22.8C | 2.66 V
17:51:47.009 22.7C | 2.65 V
17:51:49.008 22.8C | 2.66 V
17:51:50.007 22.8C | 2.65 V
17:51:51.008 22.8C | 2.65 V
17:51:52.007 22.8C | 2.66 V
17:51:53.007 22.8C | 2.66 V
17:51:55.007 22.8C | 2.64 V
17:51:56.007 22.8C | 2.65 V
17:51:57.008 22.8C | 2.65 V
17:51:58.007 22.8C | 2.64 V
17:52:00.007 22.8C | 2.66 V
17:52:01.008 22.8C | 2.66 V
17:52:02.007 22.8C | 2.65 V
17:52:03.007 22.8C | 2.66 V
17:52:04.007 22.8C | 2.67 V
17:52:06.007 22.8C | 2.65 V
17:52:07.008 22.8C | 2.65 V
17:52:08.009 22.8C | 2.66 V
17:52:09.007 22.8C | 2.64 V
17:52:11.008 22.8C | 2.63 V
17:52:12.007 22.7C | 2.61 V
17:52:13.008 22.7C | 2.61 V
17:52:14.008 22.8C | 2.68 V
17:52:16.007 22.8C | 2.69 V
17:52:17.009 22.8C | 2.66 V
17:52:18.007 22.8C | 2.67 V
17:52:19.007 22.7C | 2.66 V
17:52:20.007 22.7C | 2.65 V
17:52:22.008 22.8C | 2.66 V
17:52:23.007 22.8C | 2.67 V
17:52:24.007 22.8C | 2.64 V
17:52:25.008 22.7C | 2.65 V
17:52:27.007 22.8C | 2.66 V
17:52:28.007 22.7C | 2.65 V
17:52:29.008 22.7C | 2.66 V
17:52:30.008 22.7C | 2.67 V
17:52:31.008 22.8C | 2.65 V
17:52:33.007 22.8C | 2.66 V
17:52:34.008 22.8C | 2.68 V
17:52:35.007 22.8C | 2.66 V
17:52:36.007 22.7C | 2.66 V
17:52:38.007 22.8C | 2.67 V
17:52:39.007 22.8C | 2.65 V
17:52:40.007 22.8C | 2.65 V
17:52:41.008 22.8C | 2.67 V
17:52:42.007 22.8C | 2.65 V
17:52:44.007 22.8C | 2.66 V
17:52:45.008 22.7C | 2.67 V
17:52:46.007 22.7C | 2.65 V
17:52:47.007 22.7C | 2.65 V
17:52:49.008 22.8C | 2.66 V
17:52:50.051 22.8C | 2.64 V
17:52:51.007 22.8C | 2.64 V
17:52:52.008 22.7C | 2.69 V
17:52:53.008 22.8C | 2.67 V
17:52:55.008 22.8C | 2.67 V
17:52:56.008 22.8C | 2.68 V
17:52:57.007 22.8C | 2.67 V
17:52:58.011 22.8C | 2.66 V
17:53:00.007 22.8C | 2.68 V
17:53:01.008 22.8C | 2.66 V
17:53:02.007 22.8C | 2.66 V
17:53:03.007 22.8C | 2.69 V
17:53:05.008 22.8C | 2.67 V
17:53:06.007 22.8C | 2.67 V
17:53:07.008 22.8C | 2.69 V
17:53:08.009 22.8C | 2.68 V
17:53:09.007 22.8C | 2.68 V
17:53:11.008 22.8C | 2.70 V
17:53:12.007 22.8C | 2.68 V
17:53:13.007 22.7C | 2.67 V
17:53:14.007 22.7C | 2.68 V
17:53:15.223 22.7C | 2.67 V
17:53:17.007 22.7C | 2.66 V
17:53:18.007 22.8C | 2.67 V
17:53:19.007 22.8C | 2.68 V
17:53:20.008 22.8C | 2.71 V
17:53:22.007 22.8C | 2.71 V
17:53:23.008 22.8C | 2.71 V
17:53:24.007 22.8C | 2.71 V
17:53:25.357 22.8C | 2.71 V
17:53:27.007 22.8C | 2.70 V
17:53:28.008 22.8C | 2.70 V
17:53:29.011 22.8C | 2.71 V
17:53:30.007 22.8C | 2.69 V
17:53:31.007 22.8C | 2.68 V
17:53:33.007 22.8C | 2.70 V
17:53:34.007 22.8C | 2.68 V
17:53:35.007 22.8C | 2.67 V
17:53:36.008 22.8C | 2.69 V
17:53:38.007 22.8C | 2.67 V
17:53:39.007 22.7C | 2.65 V
17:53:40.008 22.8C | 2.67 V
17:53:41.010 22.7C | 2.64 V
17:53:42.007 22.7C | 2.64 V
17:53:44.007 22.7C | 2.65 V
17:53:45.007 22.8C | 2.64 V
17:53:46.007 22.7C | 2.64 V
17:53:47.009 22.7C | 2.67 V
17:53:49.007 22.8C | 2.65 V
17:53:50.008 22.7C | 2.65 V
17:53:51.007 22.8C | 2.66 V
17:53:52.008 22.8C | 2.65 V
17:53:54.009 22.7C | 2.64 V
17:53:55.007 22.8C | 2.66 V
17:53:56.007 22.7C | 2.65 V
17:53:57.007 22.7C | 2.64 V
17:53:58.007 22.7C | 2.65 V
17:54:00.008 22.8C | 2.64 V
17:54:01.008 22.7C | 2.63 V
17:54:02.008 22.7C | 2.64 V
17:54:03.008 22.8C | 2.61 V
17:54:05.008 22.7C | 2.61 V
17:54:06.010 22.7C | 2.63 V
17:54:07.008 22.8C | 2.63 V
17:54:08.008 22.8C | 2.63 V
17:54:09.228 22.7C | 2.64 V
17:54:11.008 22.7C | 2.63 V
17:54:12.007 22.8C | 2.62 V
17:54:13.008 22.7C | 2.64 V
17:54:14.007 22.7C | 2.63 V
17:54:16.007 22.8C | 2.62 V
17:54:17.007 22.7C | 2.63 V
17:54:18.008 22.8C | 2.64 V
17:54:19.007 22.8C | 2.64 V
17:54:20.008 22.7C | 2.63 V
17:54:22.012 22.8C | 2.64 V
17:54:23.008 22.7C | 2.64 V
17:54:24.007 22.8C | 2.65 V
17:54:25.007 22.8C | 2.63 V
17:54:27.007 22.8C | 2.67 V
17:54:28.008 22.8C | 2.68 V
17:54:29.010 22.8C | 2.67 V
17:54:30.007 22.8C | 2.65 V
17:54:31.007 22.8C | 2.67 V
17:54:33.007 22.8C | 2.65 V
17:54:34.007 22.8C | 2.63 V
17:54:35.007 22.8C | 2.69 V
17:54:36.008 22.8C | 2.68 V
17:54:38.013 22.8C | 2.67 V
17:54:39.008 22.8C | 2.68 V
17:54:40.007 22.8C | 2.68 V
17:54:41.008 22.7C | 2.65 V
17:54:43.007 22.8C | 2.66 V
17:54:44.007 22.8C | 2.63 V
17:54:45.007 22.7C | 2.66 V
17:54:46.007 22.8C | 2.68 V
17:54:47.007 22.8C | 2.67 V
17:54:49.007 22.8C | 2.64 V
17:54:50.007 22.7C | 2.66 V
17:54:51.008 22.8C | 2.64 V
17:54:52.007 22.8C | 2.65 V
17:54:54.007 22.8C | 2.67 V
17:54:55.007 22.8C | 2.66 V
17:54:56.008 22.7C | 2.65 V
17:54:57.007 22.7C | 2.66 V
17:54:58.008 22.8C | 2.66 V
17:55:00.007 22.8C | 2.64 V
17:55:01.007 22.8C | 2.65 V
17:55:02.007 22.7C | 2.64 V
17:55:03.007 22.7C | 2.61 V
17:55:05.007 22.8C | 2.66 V
17:55:06.007 22.7C | 2.63 V
17:55:07.007 22.8C | 2.60 V
17:55:08.007 22.8C | 2.62 V
17:55:09.008 22.8C | 2.63 V
17:55:11.152 22.8C | 2.63 V
17:55:12.008 22.8C | 2.64 V
17:55:13.007 22.8C | 2.68 V
17:55:14.008 22.8C | 2.64 V
17:55:16.008 22.8C | 2.64 V
17:55:17.008 22.7C | 2.65 V
17:55:18.007 22.8C | 2.64 V
17:55:19.007 22.7C | 2.65 V
17:55:20.541 22.8C | 2.66 V
17:55:22.009 22.8C | 2.65 V
17:55:23.010 22.8C | 2.66 V
17:55:24.007 22.8C | 2.67 V
17:55:25.009 22.8C | 2.61 V
17:55:27.007 22.8C | 2.62 V
17:55:28.007 22.8C | 2.62 V
17:55:29.008 22.8C | 2.61 V
17:55:30.008 22.8C | 2.63 V
17:55:32.007 22.8C | 2.65 V
17:55:33.007 22.8C | 2.67 V
17:55:34.199 22.8C | 2.67 V
17:55:35.423 22.8C | 2.69 V
17:55:36.648 22.8C | 2.66 V
17:55:38.007 22.8C | 2.66 V
17:55:39.013 22.8C | 2.68 V
17:55:40.008 22.8C | 2.64 V
17:55:41.007 22.8C | 2.66 V
17:55:43.008 22.8C | 2.65 V
17:55:44.007 22.8C | 2.63 V
17:55:45.007 22.8C | 2.64 V
17:55:46.448 22.8C | 2.66 V
17:55:47.007 22.8C | 2.64 V
17:55:49.008 22.8C | 2.63 V
17:55:50.007 22.8C | 2.65 V
17:55:51.007 22.8C | 2.63 V
17:55:52.009 22.8C | 2.63 V
17:55:54.007 22.8C | 2.63 V
17:55:55.007 22.8C | 2.62 V
17:55:56.027 22.8C | 2.61 V
17:55:57.007 22.8C | 2.65 V
17:55:58.009 22.8C | 2.63 V
17:56:00.007 22.8C | 2.62 V
17:56:01.007 22.8C | 2.62 V
17:56:02.008 22.7C | 2.59 V
17:56:03.008 22.8C | 2.60 V
17:56:05.007 22.8C | 2.61 V
17:56:06.007 22.8C | 2.59 V
17:56:07.007 22.8C | 2.59 V
17:56:08.007 22.7C | 2.63 V
17:56:10.014 22.8C | 2.63 V
17:56:11.008 22.8C | 2.63 V
17:56:12.009 22.8C | 2.64 V
17:56:13.008 22.8C | 2.62 V
17:56:14.007 22.8C | 2.67 V
17:56:16.007 22.8C | 2.69 V
17:56:17.007 22.8C | 2.68 V
17:56:18.007 22.8C | 2.67 V
17:56:19.007 22.8C | 2.69 V
17:56:21.007 22.8C | 2.66 V
17:56:22.007 22.8C | 2.64 V
17:56:23.007 22.8C | 2.66 V
17:56:24.007 22.8C | 2.65 V
17:56:25.007 22.8C | 2.66 V
17:56:27.007 22.8C | 2.68 V
17:56:28.008 22.8C | 2.66 V
17:56:29.007 22.8C | 2.66 V
17:56:30.199 22.8C | 2.67 V
17:56:32.008 22.8C | 2.67 V
17:56:33.007 22.8C | 2.67 V
17:56:34.007 22.8C | 2.69 V
17:56:35.010 22.8C | 2.67 V
17:56:36.007 22.8C | 2.67 V
17:56:38.008 22.8C | 2.68 V
17:56:39.010 22.8C | 2.66 V
17:56:40.007 22.8C | 2.63 V
17:56:41.007 22.8C | 2.64 V
17:56:43.008 22.8C | 2.64 V
17:56:44.008 22.8C | 2.62 V
17:56:45.007 22.7C | 2.63 V
17:56:46.007 22.8C | 2.61 V
17:56:47.009 22.8C | 2.62 V
17:56:49.008 22.8C | 2.64 V
17:56:50.008 22.8C | 2.63 V
17:56:51.008 22.8C | 2.62 V
17:56:52.007 22.8C | 2.63 V
17:56:54.008 22.7C | 2.63 V
17:56:55.008 22.8C | 2.62 V
17:56:56.008 22.7C | 2.64 V
17:56:57.007 22.8C | 2.63 V
17:56:58.008 22.8C | 2.62 V
17:57:00.008 22.8C | 2.65 V
17:57:01.008 22.8C | 2.63 V
17:57:02.009 22.8C | 2.62 V
17:57:03.007 22.8C | 2.65 V
17:57:05.007 22.8C | 2.63 V
17:57:06.030 22.7C | 2.63 V
17:57:07.007 22.8C | 2.64 V
17:57:08.007 22.8C | 2.63 V
17:57:10.007 22.8C | 2.62 V
17:57:11.007 22.8C | 2.64 V
17:57:12.008 22.7C | 2.62 V
17:57:13.007 22.7C | 2.63 V
17:57:14.007 22.8C | 2.65 V
17:57:16.008 22.8C | 2.64 V
17:57:17.008 22.8C | 2.63 V
17:57:18.007 22.8C | 2.65 V
17:57:19.009 22.7C | 2.64 V
17:57:21.007 22.8C | 2.63 V
17:57:22.008 22.8C | 2.64 V
17:57:23.007 22.7C | 2.64 V
17:57:24.009 22.8C | 2.63 V
17:57:25.009 22.7C | 2.64 V
17:57:27.008 22.8C | 2.63 V
17:57:28.007 22.8C | 2.63 V
17:57:29.007 22.8C | 2.65 V
17:57:30.008 22.8C | 2.64 V
17:57:32.012 22.7C | 2.63 V
17:57:33.007 22.8C | 2.63 V
17:57:34.007 22.7C | 2.64 V
17:57:35.010 22.7C | 2.62 V
17:57:36.007 22.8C | 2.64 V
17:57:38.008 22.8C | 2.63 V
17:57:39.007 22.8C | 2.62 V
17:57:40.007 22.7C | 2.63 V
17:57:41.007 22.8C | 2.63 V
17:57:43.008 22.8C | 2.62 V
17:57:44.010 22.8C | 2.63 V
17:57:45.007 22.7C | 2.62 V
17:57:46.175 22.7C | 2.61 V
17:57:47.007 22.8C | 2.62 V
17:57:49.008 22.8C | 2.65 V
17:57:50.007 22.8C | 2.63 V
17:57:51.007 22.8C | 2.64 V
17:57:52.197 22.8C | 2.63 V
17:57:53.423 22.8C | 2.63 V
17:57:55.007 22.8C | 2.64 V
17:57:56.007 22.8C | 2.64 V
17:57:57.007 22.8C | 2.62 V
17:57:59.007 22.8C | 2.63 V
17:58:00.007 22.8C | 2.62 V
17:58:01.007 22.8C | 2.61 V
17:58:02.008 22.8C | 2.63 V
17:58:03.008 22.7C | 2.63 V
17:58:05.007 22.8C | 2.62 V
17:58:06.007 22.8C | 2.63 V
17:58:07.012 22.8C | 2.64 V
17:58:08.008 22.8C | 2.62 V
17:58:10.007 22.8C | 2.64 V
17:58:11.009 22.8C | 2.65 V
17:58:12.008 22.8C | 2.63 V
17:58:13.007 22.8C | 2.64 V
17:58:14.007 22.7C | 2.64 V
17:58:16.008 22.8C | 2.61 V
17:58:17.008 22.8C | 2.63 V
17:58:18.293 22.8C | 2.64 V
17:58:19.009 22.8C | 2.63 V
17:58:21.007 22.8C | 2.62 V
17:58:22.008 22.8C | 2.62 V
17:58:23.009 22.8C | 2.59 V
17:58:24.007 22.8C | 2.61 V
17:58:25.008 22.8C | 2.63 V
17:58:27.007 22.8C | 2.60 V
17:58:28.008 22.8C | 2.62 V
17:58:29.007 22.8C | 2.62 V
17:58:30.008 22.8C | 2.61 V
